timestamp,cpu_percentage,memory_rss_bytes,cpu_cycles_est,pj_power_w,pj_energy_j,pj_active
2025-09-03 19:39:30.480,run_313,19.9,40304640,4966995704,,,1
2025-09-03 19:39:30.590,run_313,0.0,40304640,4437605040,,,1
2025-09-03 19:39:30.689,run_313,19.9,40304640,4903887483,,,1
2025-09-03 19:39:30.811,run_313,0.0,40304640,3564673800,,,1
2025-09-03 19:39:30.880,run_313,20.0,40304640,5720523772,,,1
2025-09-03 19:39:30.985,run_313,0.0,40304640,4920101738,,,1
2025-09-03 19:39:31.097,run_313,19.9,40304640,2642813011,,,1
2025-09-03 19:39:31.186,run_313,0.0,40304640,4819776912,,,1
2025-09-03 19:39:31.290,run_313,19.9,40304640,3288255930,,,1
2025-09-03 19:39:31.390,run_313,0.0,40304640,4151151269,,,1
2025-09-03 19:39:31.488,run_313,19.9,40304640,3872146665,,,1
2025-09-03 19:39:31.625,run_313,0.0,40304640,7151833814,,,1
2025-09-03 19:39:31.715,run_313,0.0,40304640,6781662840,,,1
2025-09-03 19:39:31.808,run_313,0.0,40304640,6849567452,,,1
2025-09-03 19:39:31.908,run_313,0.0,40304640,6133938538,,,1
2025-09-03 19:39:32.051,run_313,20.0,40304640,7878474075,,,1
2025-09-03 19:39:32.130,run_313,0.0,40304640,4543078238,,,1
2025-09-03 19:39:32.267,run_313,39.9,40960000,6444366011,,,1
2025-09-03 19:39:32.353,run_313,0.0,40960000,6200098186,,,1
2025-09-03 19:39:32.452,run_313,20.0,40960000,6341938980,,,1
2025-09-03 19:39:32.559,run_313,0.0,40960000,6072825486,,,1
2025-09-03 19:39:32.664,run_313,0.0,40960000,5650673337,,,1
2025-09-03 19:39:32.754,run_313,0.0,40960000,6210821659,,,1
2025-09-03 19:39:32.855,run_313,20.0,40960000,7506591345,,,1
2025-09-03 19:39:33.005,run_313,20.0,41123840,5665798609,,,1
2025-09-03 19:39:33.093,run_313,0.0,41123840,6323473869,,,1
2025-09-03 19:39:33.187,run_313,0.0,41123840,5613518642,,,1
2025-09-03 19:39:33.296,run_313,0.0,41123840,6073961980,,,1
2025-09-03 19:39:33.387,run_313,0.0,41123840,5610186400,,,1
2025-09-03 19:39:33.486,run_313,20.0,41123840,6880735620,,,1
2025-09-03 19:39:33.586,run_313,0.0,41123840,6845870031,,,1
2025-09-03 19:39:33.699,run_313,0.0,41123840,6991747061,,,1
2025-09-03 19:39:33.790,run_313,0.0,41123840,7173112745,,,1
2025-09-03 19:39:33.890,run_313,0.0,41123840,7164668366,,,1
2025-09-03 19:39:34.005,run_313,0.0,41123840,6083554680,,,1
2025-09-03 19:39:34.091,run_313,20.0,41123840,5719492652,,,1
2025-09-03 19:39:34.192,run_313,0.0,41123840,5634252557,,,1
2025-09-03 19:39:34.295,run_313,20.0,41123840,6086127597,,,1
2025-09-03 19:39:34.389,run_313,19.9,41123840,6288511416,,,1
2025-09-03 19:39:34.494,run_313,0.0,41123840,6366281491,,,1
2025-09-03 19:39:34.591,run_313,0.0,41123840,8599295980,,,1
2025-09-03 19:39:34.698,run_313,20.0,41123840,5947573251,,,1
2025-09-03 19:39:34.790,run_313,0.0,41123840,6039688044,,,1
2025-09-03 19:39:34.896,run_313,20.0,41123840,6176078548,,,1
2025-09-03 19:39:35.007,run_313,20.0,41123840,8111203408,,,1
2025-09-03 19:39:35.096,run_313,0.0,41123840,6473182612,,,1
2025-09-03 19:39:35.195,run_313,0.0,41123840,6199053412,,,1
2025-09-03 19:39:35.297,run_313,20.0,41123840,7003371959,,,1
2025-09-03 19:39:35.392,run_313,0.0,41123840,6754629240,,,1
2025-09-03 19:39:35.496,run_313,20.0,41123840,8344671066,,,1
2025-09-03 19:39:35.601,run_313,20.0,41123840,7168877976,,,1
2025-09-03 19:39:35.698,run_313,0.0,41123840,6571459145,,,1
2025-09-03 19:39:35.827,run_313,20.0,41123840,8482735596,,,1
2025-09-03 19:39:35.911,run_313,0.0,41123840,8442290224,,,1
2025-09-03 19:39:36.010,run_313,19.9,41123840,6894800161,,,1
2025-09-03 19:39:36.117,run_313,20.0,41123840,6704221445,,,1
2025-09-03 19:39:36.218,run_313,20.0,41123840,6749356627,,,1
2025-09-03 19:39:36.317,run_313,0.0,41123840,8452960207,,,1
2025-09-03 19:39:36.408,run_313,0.0,41123840,7118879348,,,1
2025-09-03 19:39:36.513,run_313,19.9,41123840,8247824083,,,1
2025-09-03 19:39:36.621,run_313,20.0,41123840,7503636392,,,1
2025-09-03 19:39:36.716,run_313,0.0,41123840,8342289264,,,1
2025-09-03 19:39:36.812,run_313,0.0,41123840,7305473640,,,1
2025-09-03 19:39:36.917,run_313,0.0,41123840,7231760866,,,1
2025-09-03 19:39:37.015,run_313,0.0,41123840,8189900850,,,1
2025-09-03 19:39:37.110,run_313,0.0,41123840,5842410948,,,1
2025-09-03 19:39:37.217,run_313,20.0,41123840,9018614763,,,1
2025-09-03 19:39:37.325,run_313,19.9,41123840,8013035029,,,1
2025-09-03 19:39:37.412,run_313,20.0,41123840,7306714755,,,1
2025-09-03 19:39:37.515,run_313,20.0,41123840,8641065290,,,1
2025-09-03 19:39:37.619,run_313,0.0,41123840,7257873511,,,1
2025-09-03 19:39:37.720,run_313,0.0,41123840,7390713843,,,1
2025-09-03 19:39:37.813,run_313,20.0,41123840,7902544872,,,1
2025-09-03 19:39:37.911,run_313,0.0,41123840,8154239749,,,1
2025-09-03 19:39:38.011,run_313,0.0,41123840,6095023963,,,1
2025-09-03 19:39:38.114,run_313,0.0,41123840,8265036023,,,1
2025-09-03 19:39:38.221,run_313,0.0,41123840,7882288370,,,1
2025-09-03 19:39:38.318,run_313,0.0,41123840,6910465350,,,1
2025-09-03 19:39:38.416,run_313,0.0,41123840,8028315322,,,1
2025-09-03 19:39:38.511,run_313,0.0,41123840,8176794809,,,1
2025-09-03 19:39:38.613,run_313,20.0,41123840,7578377855,,,1
2025-09-03 19:39:38.711,run_313,20.0,41123840,8090447251,,,1
2025-09-03 19:39:38.820,run_313,20.0,41123840,8390391683,,,1
2025-09-03 19:39:38.914,run_313,20.0,41123840,9600554890,,,1
2025-09-03 19:39:39.019,run_313,19.9,41123840,7673757649,,,1
2025-09-03 19:39:39.116,run_313,20.0,41123840,8679645958,,,1
2025-09-03 19:39:39.210,run_313,0.0,41123840,8982220277,,,1
2025-09-03 19:39:39.314,run_313,20.0,41123840,8600954618,,,1
2025-09-03 19:39:39.417,run_313,20.0,41123840,8566839336,,,1
2025-09-03 19:39:39.511,run_313,0.0,41123840,9599060592,,,1
2025-09-03 19:39:39.635,run_313,0.0,41123840,7491085216,,,1
2025-09-03 19:39:39.721,run_313,0.0,41123840,9406508523,,,1
2025-09-03 19:39:39.832,run_313,0.0,41123840,7525463449,,,1
2025-09-03 19:39:39.921,run_313,0.0,41123840,8075777195,,,1
2025-09-03 19:39:40.023,run_313,20.0,41123840,7755267579,,,1
2025-09-03 19:39:40.133,run_313,20.0,41123840,8898797054,,,1
2025-09-03 19:39:40.223,run_313,19.9,41123840,8495890488,,,1
2025-09-03 19:39:40.320,run_313,0.0,41123840,8775540501,,,1
2025-09-03 19:39:40.418,run_313,0.0,41123840,8201276265,,,1
2025-09-03 19:39:40.524,run_313,0.0,41123840,10037157725,,,1
2025-09-03 19:39:40.624,run_313,0.0,41123840,7570909362,,,1
2025-09-03 19:39:40.723,run_313,0.0,41123840,9231077232,,,1
2025-09-03 19:39:40.823,run_313,0.0,41123840,9192446477,,,1
2025-09-03 19:39:40.921,run_313,20.0,41123840,10388016466,,,1
2025-09-03 19:39:41.023,run_313,20.0,41123840,10037033625,,,1
2025-09-03 19:39:41.122,run_313,20.0,41123840,9784378782,,,1
2025-09-03 19:39:41.226,run_313,20.0,41123840,8606388700,,,1
2025-09-03 19:39:41.321,run_313,20.0,41123840,9710165187,,,1
2025-09-03 19:39:41.432,run_313,0.0,41123840,9135605353,,,1
2025-09-03 19:39:41.533,run_313,0.0,41123840,8872668218,,,1
2025-09-03 19:39:41.625,run_313,0.0,41123840,7303426102,,,1
2025-09-03 19:39:41.733,run_313,0.0,41123840,10441290288,,,1
2025-09-03 19:39:41.828,run_313,0.0,41123840,8621624647,,,1
2025-09-03 19:39:41.929,run_313,0.0,41123840,8998286400,,,1
2025-09-03 19:39:42.027,run_313,0.0,41123840,8671653658,,,1
2025-09-03 19:39:42.131,run_313,0.0,41123840,8000880325,,,1
2025-09-03 19:39:42.225,run_313,0.0,41287680,7636329155,,,1
2025-09-03 19:39:42.324,run_313,20.0,41287680,8653582527,,,1
2025-09-03 19:39:42.424,run_313,20.0,41287680,10059715798,,,1
2025-09-03 19:39:42.530,run_313,20.0,41287680,9777308182,,,1
2025-09-03 19:39:42.632,run_313,20.0,41287680,8597408336,,,1
2025-09-03 19:39:42.718,run_313,20.0,41287680,9486522384,,,1
2025-09-03 19:39:42.823,run_313,20.0,41287680,9135549527,,,1
2025-09-03 19:39:42.934,run_313,20.0,41287680,8156633990,,,1
2025-09-03 19:39:43.016,run_313,0.0,41287680,5582669215,,,1
2025-09-03 19:39:43.102,run_313,0.0,41287680,8882970668,,,1
2025-09-03 19:39:43.211,run_313,19.9,41287680,6261457200,,,1
2025-09-03 19:39:43.313,run_313,20.0,41287680,6076862361,,,1
2025-09-03 19:39:43.413,run_313,20.0,41287680,5498243559,,,1
2025-09-03 19:39:43.507,run_313,0.0,41287680,10535767984,,,1
2025-09-03 19:39:43.607,run_313,0.0,41287680,8470803441,,,1
2025-09-03 19:39:43.703,run_313,20.0,41287680,10180329048,,,1
2025-09-03 19:39:43.816,run_313,20.0,41287680,5838995151,,,1
2025-09-03 19:39:43.920,run_313,0.0,41287680,5584287019,,,1
2025-09-03 19:39:44.004,run_313,0.0,41287680,7902618856,,,1
2025-09-03 19:39:44.107,run_313,0.0,41287680,8362603018,,,1
2025-09-03 19:39:44.212,run_313,20.0,41287680,7621529032,,,1
2025-09-03 19:39:44.308,run_313,20.0,41287680,7562974985,,,1
2025-09-03 19:39:44.414,run_313,0.0,41287680,5400518731,,,1
2025-09-03 19:39:44.527,run_313,0.0,41287680,6981376272,,,1
2025-09-03 19:39:44.610,run_313,20.0,41287680,8160456967,,,1
2025-09-03 19:39:44.706,run_313,0.0,41287680,10793327198,,,1
2025-09-03 19:39:44.811,run_313,0.0,41287680,8964236222,,,1
2025-09-03 19:39:44.930,run_313,0.0,41287680,8594705776,,,1
2025-09-03 19:39:45.009,run_313,0.0,41287680,7326943796,,,1
2025-09-03 19:39:45.108,run_313,19.9,41287680,9649538121,,,1
2025-09-03 19:39:45.208,run_313,19.9,41287680,9219829872,,,1
2025-09-03 19:39:45.304,run_313,20.0,41287680,11867918400,,,1
2025-09-03 19:39:45.406,run_313,0.0,41287680,10158350240,,,1
2025-09-03 19:39:45.509,run_313,0.0,41287680,10717482034,,,1
2025-09-03 19:39:45.618,run_313,20.0,41287680,5710009578,,,1
2025-09-03 19:39:45.713,run_313,20.0,41287680,7902345356,,,1
2025-09-03 19:39:45.825,run_313,20.0,41287680,4652252982,,,1
2025-09-03 19:39:45.906,run_313,20.0,41287680,10601232849,,,1
2025-09-03 19:39:46.011,run_313,19.9,41287680,9632957537,,,1
2025-09-03 19:39:46.109,run_313,0.0,41287680,8847542371,,,1
2025-09-03 19:39:46.210,run_313,0.0,41287680,8006755066,,,1
2025-09-03 19:39:46.308,run_313,19.9,41287680,9756384928,,,1
2025-09-03 19:39:46.408,run_313,0.0,41287680,7969551150,,,1
2025-09-03 19:39:46.517,run_313,0.0,41287680,5880573307,,,1
2025-09-03 19:39:46.621,run_313,0.0,41287680,6140561111,,,1
2025-09-03 19:39:46.716,run_313,0.0,41287680,7564895199,,,1
2025-09-03 19:39:46.804,run_313,0.0,41287680,10738342908,,,1
2025-09-03 19:39:46.915,run_313,0.0,41287680,10217549477,,,1
2025-09-03 19:39:47.008,run_313,0.0,41287680,10729467602,,,1
2025-09-03 19:39:47.112,run_313,0.0,41287680,8571193848,,,1
2025-09-03 19:39:47.213,run_313,20.0,41287680,10843405180,,,1
2025-09-03 19:39:47.316,run_313,19.9,41287680,9329556951,,,1
2025-09-03 19:39:47.410,run_313,20.0,41287680,8520502444,,,1
