timestamp,cpu_percentage,memory_rss_bytes,cpu_cycles_est,pj_power_w,pj_energy_j,pj_active
2025-09-02 14:29:36.040,run_169,0.0,40632320,3611062721,,,1
2025-09-02 14:29:36.145,run_169,0.0,40632320,3331208997,,,1
2025-09-02 14:29:36.235,run_169,0.0,40632320,2804009724,,,1
2025-09-02 14:29:36.335,run_169,20.0,40632320,3007577303,,,1
2025-09-02 14:29:36.441,run_169,0.0,40632320,2714401966,,,1
2025-09-02 14:29:36.536,run_169,0.0,40632320,3567974980,,,1
2025-09-02 14:29:36.635,run_169,0.0,40632320,3818395515,,,1
2025-09-02 14:29:36.751,run_169,0.0,40632320,5947051935,,,1
2025-09-02 14:29:36.835,run_169,0.0,40632320,2897879737,,,1
2025-09-02 14:29:36.946,run_169,0.0,40632320,2176385662,,,1
2025-09-02 14:29:37.049,run_169,0.0,40632320,3493238844,,,1
2025-09-02 14:29:37.174,run_169,20.0,40632320,6325646540,,,1
2025-09-02 14:29:37.262,run_169,0.0,40632320,5878613593,,,1
2025-09-02 14:29:37.359,run_169,0.0,40632320,5865315299,,,1
2025-09-02 14:29:37.470,run_169,39.9,40796160,4880017798,,,1
2025-09-02 14:29:37.589,run_169,20.0,40796160,5605927162,,,1
2025-09-02 14:29:37.676,run_169,0.0,41943040,5398786224,,,1
2025-09-02 14:29:37.784,run_169,19.9,41943040,6419584160,,,1
2025-09-02 14:29:37.887,run_169,0.0,41943040,6113116791,,,1
2025-09-02 14:29:37.994,run_169,20.0,41943040,5403035406,,,1
2025-09-02 14:29:38.086,run_169,20.0,41943040,5872188975,,,1
2025-09-02 14:29:38.192,run_169,0.0,41943040,5983882109,,,1
2025-09-02 14:29:38.284,run_169,0.0,41943040,5940368233,,,1
2025-09-02 14:29:38.387,run_169,0.0,41943040,5021611148,,,1
2025-09-02 14:29:38.491,run_169,39.9,42106880,6420197875,,,1
2025-09-02 14:29:38.587,run_169,0.0,42106880,6273191871,,,1
2025-09-02 14:29:38.680,run_169,20.0,42106880,6466131311,,,1
2025-09-02 14:29:38.794,run_169,0.0,42106880,5542968982,,,1
2025-09-02 14:29:38.881,run_169,0.0,42106880,5499742992,,,1
2025-09-02 14:29:38.993,run_169,20.0,42106880,4950044690,,,1
2025-09-02 14:29:39.084,run_169,39.9,42106880,6052344348,,,1
2025-09-02 14:29:39.190,run_169,0.0,42106880,6041228566,,,1
2025-09-02 14:29:39.283,run_169,20.0,42106880,6475308588,,,1
2025-09-02 14:29:39.396,run_169,20.0,42106880,6191103355,,,1
2025-09-02 14:29:39.497,run_169,19.9,42106880,5866290724,,,1
2025-09-02 14:29:39.583,run_169,0.0,42106880,6544631424,,,1
